# mean,std
2587.716956413061,2218.10683478369
2384.7633985712096,2231.098628011972
2232.4260923194215,2063.7184625410177
2360.912337590635,2262.327952859419
3419.4793334335823,2061.3349468568877
2410.0133892755794,1297.0492711470429
1783.910067737541,1146.2078987821906
208.38621056489706,538.0819774441392
2523.9653726700562,2231.309762940239
2989.738149934499,2100.0557986606304
3255.5459374390516,2088.9022546015863
3136.8455774780764,2022.1837918793437
1386.748047403632,1467.8329174758424
